dataset,split_name,index,mode,format,action,action_name,state,hit,passes,reliable,tc_score,tc_probe_count,tc_stage,vc_score,tc_source,vc_source,vc_cascade_depth
MMStar,LLaVA-NeXT-8B_Biased_Test,652,vcf_only,MCQ,both_max_strong_blur_b0.2_g2.5_t0.2,Visual-StrongBlur,visual_strong,0.0,5,1,0.0,1,tc_os1_low,1.0,none,strong,3
MMStar,LLaVA-NeXT-8B_Biased_Test,654,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,661,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,663,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,668,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,673,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,676,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,677,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMStar,LLaVA-NeXT-8B_Biased_Test,681,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,687,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,688,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
MMStar,LLaVA-NeXT-8B_Biased_Test,691,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,1,0.0,1,tc_os1_low,0.0,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,692,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,736,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,738,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,742,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,751,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,752,vcf_only,MCQ,both_max_center_mask_b0.2_g2.5_t0.2,Visual-CenterMask,visual_center,0.0,4,1,0.0,1,tc_os1_low,2.0,none,center,2
MMStar,LLaVA-NeXT-8B_Biased_Test,757,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,2.0,none,gray,3
MMStar,LLaVA-NeXT-8B_Biased_Test,759,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,761,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,762,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,763,vcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,1.0,3,1,0.0,1,tc_os1_high,2.0,option_shuffle,strong,
MMStar,LLaVA-NeXT-8B_Biased_Test,764,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
MMStar,LLaVA-NeXT-8B_Biased_Test,766,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,2.0,none,gray,3
MMStar,LLaVA-NeXT-8B_Biased_Test,769,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,773,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,774,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,777,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,778,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,779,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,0.0,4,1,0.0,1,tc_os1_high,1.0,option_shuffle,center,
MMStar,LLaVA-NeXT-8B_Biased_Test,782,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,784,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,786,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,787,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,788,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,791,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,794,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,797,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,799,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,801,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,803,vcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,1.0,4,1,0.0,1,tc_os1_high,2.0,option_shuffle,center,
MMStar,LLaVA-NeXT-8B_Biased_Test,804,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,806,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,816,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,817,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,819,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,822,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,828,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,837,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,838,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,842,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,848,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,849,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,851,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,859,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,867,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,869,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,871,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMStar,LLaVA-NeXT-8B_Biased_Test,874,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,877,tcf_only,MCQ,joint_os_center_mask_b0.2_g2.5_t0.2,Joint-CenterMask-OptionShuffle1,joint_center,1.0,4,1,1.0,1,tc_os1_high,2.0,option_shuffle,center,
MMStar,LLaVA-NeXT-8B_Biased_Test,878,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,881,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,883,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,887,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,896,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,899,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,901,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,902,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,907,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,909,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,916,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,917,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,918,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,923,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,926,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,928,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,931,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,932,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,3,1,0.0,1,tc_os1_low,1.0,none,gray,1
MMStar,LLaVA-NeXT-8B_Biased_Test,937,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,938,vcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,0.0,3,1,0.0,1,tc_os1_high,2.0,option_shuffle,strong,
MMStar,LLaVA-NeXT-8B_Biased_Test,941,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,942,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,943,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,944,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,953,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,954,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,956,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,957,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,958,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMStar,LLaVA-NeXT-8B_Biased_Test,959,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,963,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,964,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,968,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,969,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,971,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,972,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,973,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,976,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,977,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,979,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,981,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,1.0,3,1,0.0,1,tc_os1_low,2.0,none,gray,1
MMStar,LLaVA-NeXT-8B_Biased_Test,982,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,984,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,989,tcf_only,MCQ,b5_tc_os1_direct,Text-OptionShuffle1,text,1.0,2,1,0.0,1,tc_os1_high,0.0,option_shuffle,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,994,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,996,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,998,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1002,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1003,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1004,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1006,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1007,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1008,tcf_only,MCQ,joint_os_strong_blur_b0.2_g2.5_t0.2,Joint-StrongBlur-OptionShuffle1,joint_strong,1.0,3,1,0.0,1,tc_os1_high,2.0,option_shuffle,strong,
MMStar,LLaVA-NeXT-8B_Biased_Test,1011,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1012,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1013,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1016,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1017,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1018,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1019,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1021,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1022,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1023,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1024,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1026,vcf_only,MCQ,both_max_grayscale_b0.2_g2.5_t0.2,Visual-Grayscale,visual_gray,0.0,5,1,0.0,1,tc_os1_low,2.0,none,gray,3
MMStar,LLaVA-NeXT-8B_Biased_Test,1027,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1028,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1029,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1031,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1032,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1033,vcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1036,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1037,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1039,tcf_only,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,1.0,5,0,,,,,none,none,
MMStar,LLaVA-NeXT-8B_Biased_Test,1041,both,MCQ,floor_sci5_ours_aug_b0.1_g2_t0.3,Conservative-2VC2TC,conservative_full,0.0,5,0,,,,,none,none,
